Tag(English),Tag(Japanese)
reaching,手を伸ばして
breastplate,胸当て
pajamas,パジャマ
brown_headwear,茶色の頭飾り
snowing,雪が降る
black_sleeves,黒い袖
blue_pants,青いパンツ
bespectacled,眼鏡をかけて
light_rays,光線
butt_crack,尻の割れ目
o_o,o_o
dragon_tail,竜の尾
holding_staff,杖を持って
page_number,ページ番号
oni,鬼
enmaided,メイド姿で
shirt_tucked_in,シャツをイン
striped_bow,ストライプリボン
open_book,開いた本
tress_ribbon,髪飾りリボン
glint,きらめき
mouth_mask,口元マスク
handbag,ハンドバッグ
ass_focus,尻に焦点
blue_panties,青いパンティ
pink_lips,ピンクの唇
stairs,階段
:t,:t
animal_hood,動物型フード
hugging_object,物を抱きしめて
collared_dress,カラードレス
bow_(weapon),弓（武器）
waving,手を振って
short_eyebrows,短い眉毛
chocolate,チョコレート
fins,ヒレ
scar_across_eye,目にかかる傷跡
orange_background,オレンジ背景
city,都市
backless_outfit,背中の開いた服
meme_attire,ミーム衣装
jumping,ジャンプして
chopsticks,箸
hug_from_behind,後ろから抱擁
tabard,タバード
mustache,口ひげ
double_v,ダブルVサイン
adjusting_clothes,服を直して
sign,看板
long_dress,ロングドレス
motion_blur,モーションブラー
on_floor,床の上
sportswear,スポーツウェア
leash,リード
torn_pantyhose,破れたパンティストッキング
;),;)
card,カード
pout,ぷくっと
fishnet_pantyhose,網タイツ
brother_and_sister,兄妹
ofuda,お札
folded_ponytail,折り返しポニーテール
veiny_penis,血管が浮いた陰茎
mountain,山
toenail_polish,つま先ネイル
turret,タレット
borrowed_character,借用キャラ
dog_girl,犬娘
outstretched_hand,差し出した手
off-shoulder_dress,オフショルダードレス
2koma,2コマ漫画
furry_male,ケモノ男性
can,缶
!?,!?
sand,砂
arms_at_sides,腕を下ろして
large_penis,巨大な陰茎
forehead_mark,額の印
front-tie_bikini_top,前結びビキニトップ
contemporary,現代風
blue_skin,青い肌
ice_cream,アイスクリーム
spoon,スプーン
valentine,バレンタイン
pink_footwear,ピンクの履物
vibrator,バイブレーター
strawberry,イチゴ
cleft_of_venus,陰裂
heart_hair_ornament,ハート形髪飾り
goatee,山羊ひげ
sharp_fingernails,尖った爪
lab_coat,白衣
panties_aside,パンティをよけて
dakimakura_(medium),抱き枕（媒体）
underwater,水中
cum_overflow,精液あふれ
notice_lines,注釈線
black_one-piece_swimsuit,黒ワンピース水着
drink,飲み物
fence,柵
muscular_female,筋肉質な女性
nipple_stimulation,乳首刺激
fighting_stance,戦闘態勢
hands_in_pockets,ポケットに手を入れて
large_areolae,大きな乳輪
red_hairband,赤いヘアバンド
nose,鼻
hime_cut,姫カット
mouse_ears,ネズミ耳
hair_bell,髪鈴
skirt_hold,スカートを押さえて
music,音楽
wedding_dress,ウェディングドレス
full-face_blush,顔全体の赤面
blue_kimono,青い着物
bandaid_on_face,顔の絆創膏
railing,手すり
fork,フォーク
nurse_cap,ナースキャップ
cum_on_hair,髪の精液
purple_ribbon,紫のリボン
holding_clothes,服を持って
bloomers,ブルマー
butterfly_hair_ornament,蝶の髪飾り
dragon,竜
red_cape,赤いケープ
hat_flower,帽子の花
hair_tie,ヘアタイ
palm_tree,ヤシの木
blue_gloves,青い手袋
covering_breasts,胸を覆って
|_|,|_|
arrow_(symbol),矢印（記号）
purple_nails,紫の爪
miko,巫女
realistic,写実的
holding_flower,花を持って
tiles,タイル
oekaki,お絵描き
door,ドア
pasties,乳首カバー
sitting_on_person,人の上に座って
alternate_color,別カラー
straw_hat,麦わら帽子
green_ribbon,緑のリボン
bandana,バンダナ
chinese_text,中国語テキスト
black_bodysuit,黒いボディスーツ
branch,枝
blue_leotard,青いレオタード
visor_cap,バイザー付き帽子
winter_uniform,冬服
dildo,ディルド
covering_own_mouth,自分の口を覆って
orange_bow,オレンジのリボン
jacket_on_shoulders,肩にかけたジャケット
doll,人形
smoking,喫煙
drawstring,引き紐
yellow_ascot,黄色いアスコットタイ
sideways_glance,横目
red_vest,赤いベスト
stud_earrings,スタッドイヤリング
hand_on_own_cheek,自分の頬に手
blindfold,目隠し
snake,蛇
fur-trimmed_jacket,毛皮縁取りジャケット
brown_belt,茶色のベルト
kneepits,膝裏
camera,カメラ
off-shoulder_shirt,オフショルダーシャツ
licking_lips,唇を舐めて
pink_jacket,ピンクのジャケット
logo,ロゴ
center_frills,センターフリル
horizon,地平線
steaming_body,湯気立つ体
shrug_(clothing),シュラグ（衣服）
panties_around_one_leg,片足に引っかけたパンティ
bags_under_eyes,目の下のクマ
black_cape,黒いケープ
pink_bra,ピンクのブラ
interracial,異人種間
criss-cross_halter,クロスクロスハルター
shota,ショタ
black_sclera,黒い強膜
anklet,アンクレット
low_wings,低い翼
antennae,触角
sunflower,ひまわり
hand_on_another's_shoulder,他人の肩に手
clitoris,陰核
center_opening,センターオープニング
aircraft,航空機
top-down_bottom-up,トップダウンボトムアップ
white_sweater,白いセーター
headpiece,ヘッドピース
long_bangs,長い前髪
gag,猿轡
eyeliner,アイライナー
apple,リンゴ
floral_background,花柄背景
vision_(genshin_impact),元素の目（原神）
suspender_skirt,サスペンダースカート
foot_focus,足に焦点
highleg_panties,ハイレグパンティ
beanie,ビーニー
character_doll,キャラクタードール
grabbing_from_behind,後ろから掴んで
red_lips,赤い唇
spaghetti_strap,スパゲッティストラップ
bandeau,バンドゥトップ
white_scarf,白いスカーフ
adjusting_hair,髪を整えて
sun,太陽
pink_bikini,ピンクのビキニ
blanket,毛布
size_difference,サイズ差
folding_fan,扇子
head_out_of_frame,枠外の頭部
covered_mouth,口を覆って
underbust,アンダーバスト
korean_text,韓国語テキスト
zoom_layer,拡大レイヤー
groping,モロさわり
fake_horns,偽の角
gift_box,ギフトボックス
spread_arms,腕を広げて
wand,魔法の杖
straight-on,真正面
holding_knife,ナイフを持って
no_nose,鼻なし
back_bow,背中のリボン
chromatic_aberration,色収差
facing_away,背を向けて
foot_out_of_frame,枠外の足
pov_hands,POVの手
white_one-piece_swimsuit,白いワンピース水着
alternate_hair_length,別の髪の長さ
crown_braid,クラウンブレード
tail_ornament,尾の装飾
yokozuwari,横座り
emblem,エンブレム
adjusting_eyewear,眼鏡を直して
arrow_(projectile),矢（飛道具）
arched_back,背中を反らせて
white_outline,白枠
hanging_breasts,垂れた胸
partially_visible_vulva,一部見える陰部
double-breasted,ダブルブレスト
sound_effects,効果音
ahegao,アヘ顔
brown_thighhighs,茶色のソックス
eighth_note,八分音符
gakuran,学ラン
geta,下駄
sailor_hat,セーラー帽
android,アンドロイド
clock,時計
nun,修道女
round_teeth,丸い歯
food_on_face,顔の食べ物
black_collar,黒い襟
angel,天使
text_focus,テキストに焦点
bookshelf,本棚
tabi,足袋
name_tag,名札
hand_on_headwear,頭飾りに手
leaning_back,背もたれにもたれて
smug,ドヤ顔
hair_behind_ear,耳にかけた髪
selfie,自撮り
cabbie_hat,キャップ帽
flipped_hair,はねた髪
single_side_bun,片側お団子
lactation,授乳
basket,かご
bun_cover,お団子カバー
microskirt,超ミニスカート
gagged,口を塞がれて
pinafore_dress,ピナフォアドレス
anchor_symbol,アンカーシンボル
car,車
guitar,ギター
arm_warmers,アームウォーマー
gangbang,輪姦
pen,ペン
absurdly_long_hair,異常に長い髪
petticoat,ペチコート
frog_hair_ornament,カエルの髪飾り
arm_tattoo,腕のタトゥー
saliva_trail,唾液の跡
sailor_shirt,セーラーシャツ
bodystocking,ボディストッキング
highleg_swimsuit,ハイレグ水着
frilled_shirt,フリルシャツ
potted_plant,鉢植え
onsen,温泉
tracen_school_uniform,トライセン学園制服
on_head,頭上に
silent_comic,無音漫画
habit,修道服
fairy_wings,妖精の翼
star-shaped_pupils,星形の瞳孔
drinking,飲酒中
body_fur,体毛
reaching_towards_viewer,視聴者に向けて手を伸ばして
yellow_jacket,黄色いジャケット
card_(medium),カード（媒体）
jack-o'-lantern,ジャック・オー・ランタン
unbuttoned,ボタンを外して
bird_wings,鳥の翼
winter_clothes,冬服
leg_lift,足を上げて
bikini_under_clothes,服の下のビキニ
wristwatch,腕時計
heart_censor,ハート型修正
pool,プール
lowleg,ローレグ
bound_wrists,縛られた手首
summer_uniform,夏服
heart_hands,ハート形の手
gothic_lolita,ゴシックロリータ
cannon,大砲
cross-laced_clothes,クロスレースの服
nipple_slip,乳首見え
hair_over_eyes,髪が目を覆って
electricity,電気
cow_print,牛柄
eyeball,眼球
cow_ears,牛の耳
brown_shirt,茶色のシャツ
looking_ahead,前方を見て
classroom,教室
antlers,角
lace-up_boots,レースアップブーツ
cheerleader,チアリーダー
glass,グラス
back-to-back,背中合わせ
checkered_clothes,チェック服
poke_ball_(basic),モンスターボール（基本）
holding_bag,バッグを持って
grey_pants,グレーのパンツ
food-themed_hair_ornament,食べ物をモチーフにした髪飾り
brown_dress,茶色のドレス
silhouette,シルエット
swimsuit_under_clothes,服の下の水着
arm_grab,腕を掴んで
taut_clothes,張った服
hitodama,人魂
witch,魔女
vambraces,腕鎧
overalls,オーバーオール
holding_bottle,ボトルを持って
bush,茂み
spoken_question_mark,疑問符の台詞
pom_pom_(cheerleading),ポンポン（チア）
artist_logo,作家ロゴ
pink_headwear,ピンクの頭飾り
wrist_scrunchie,手首のシュシュ
pocky,ポッキー
black_sweater,黒いセーター
mittens,ミトン
black_horns,黒い角
blue_thighhighs,青いソックス
holding_poke_ball,モンスターボールを持って
scales,鱗
military_vehicle,軍用車両
hair_stick,かんざし
ankle_boots,アンクルブーツ
reading,読書中
retro_artstyle,レトロな画風
layered_sleeves,重ね袖
toeless_legwear,つま先なし脚衣
print_bikini,プリントビキニ
food_in_mouth,口の中の食べ物
headdress,ヘッドドレス
breast_pocket,胸ポケット
talking,話して
hip_focus,腰に焦点
wince,しかめ面
pulled_by_self,自分で引っ張って
nipple_tweak,乳首をひねって
candle,ろうそく
magic,魔法
assault_rifle,アサルトライフル
petite,小柄
print_kimono,プリント着物
feather_hair_ornament,羽根の髪飾り
gohei,御幣
tinted_eyewear,色付き眼鏡
hand_to_own_mouth,自分の口に手
headpat,頭を撫でて
ringed_eyes,輪状の目
controller,コントローラー
confetti,紙吹雪
blood_on_clothes,服の血
wedding_ring,結婚指輪
chinese_zodiac,十二支
bangle,バングル
cable,ケーブル
zipper_pull_tab,ジッパーの引き手
purple_bikini,紫のビキニ
wind_lift,風で舞い上がる
huge_ass,巨大な尻
flag,旗
unzipped,ジッパーを開けて
sundress,サンドレス
pleated_dress,プリーツドレス
purple_jacket,紫のジャケット
crotch_seam,股接ぎ目
road,道路
lamp,ランプ
armored_dress,装甲ドレス
armored_boots,装甲ブーツ
fantasy,ファンタジー
claw_pose,爪ポーズ
mask_on_head,頭上マスク
midriff_peek,のぞくへそ
red_kimono,赤い着物
black_kimono,黒い着物
animal_focus,動物に焦点
pointless_censoring,無意味な修正
covered_eyes,目を覆って
ninja,忍者
purple_gloves,紫の手袋
fairy,妖精
cityscape,都市景観
joints,関節
grey_dress,グレーのドレス
inverted_nipples,陥没乳首
bridal_garter,ブライダルガーター
tube_top,チューブトップ
bare_back,背中露出
holding_tray,トレイを持って
horn_ornament,角の装飾
cow_horns,牛の角
school_desk,学校の机
holding_fan,扇子を持って
chestnut_mouth,栗形の口
creature,クリーチャー
halloween_costume,ハロウィン衣装
tatami,畳
open_fly,開いたフライ
scythe,大鎌
salute,敬礼
beachball,ビーチボール
light,光
happy_sex,楽しいセックス
bench,ベンチ
mini_crown,ミニクラウン
nurse,看護師
white_capelet,白いケープレット
wet_shirt,濡れたシャツ
painting_(medium),絵画（媒体）
animal_costume,動物の着ぐるみ
orgasm,オーガズム
shoulder_cutout,肩の切り抜き
triangle_mouth,三角口
blue_rose,青いバラ
bucket,バケツ
everyone,全員
+++,+++
very_short_hair,超ショートヘア
naked_shirt,シャツのみ
tachi-e,立絵
half_gloves,ハーフグローブ
stuffed_rabbit,ぬいぐるみウサギ
on_couch,ソファの上
riding,騎乗位
hands_on_own_face,自分の顔に手
key,鍵
after_vaginal,膣内射精後
white_fur,白い毛皮
space,宇宙
hands_on_own_chest,自分の胸に手
femdom,女性上位
style_parody,スタイルパロディ
blue_hairband,青いヘアバンド
green_skin,緑の肌
brown_pants,茶色のパンツ
red_choker,赤いチョーカー
strap_gap,ストラップの隙間
japanese_armor,和装鎧
male_underwear,男性用下着
black_hoodie,黒いフーディ
uneven_legwear,不均一な脚衣
blue_halo,青い後光
falling_petals,散る花びら
anchor,アンカー
happy_new_year,あけましておめでとう
tiger_ears,虎の耳
blue_vest,青いベスト
frog,カエル
haori,羽織
office_lady,OL
undercut,アンダーカット
hand_on_own_chin,自分の顎に手
holster,ホルスター
waitress,ウェイトレス
symbol_in_eye,目のシンボル
hand_on_another's_face,他人の顔に手
on_chair,椅子の上
thighlet,腿留め
laughing,笑って
wet_hair,濡れた髪
holding_polearm,長柄武器を持って
earmuffs,耳当て
red_thighhighs,赤いソックス
airplane,飛行機
purple_thighhighs,紫のソックス
open_cardigan,開いたカーディガン
yellow_bikini,黄色いビキニ
two-tone_dress,ツートンドレス
bow_bra,弓形のブラ
5boys,5人の少年
naval_uniform,海軍服
stretching,ストレッチして
polka_dot_background,水玉背景
bridal_veil,ブライダルベール
incest,近親相姦
purple_headwear,紫の頭飾り
w,w
alternate_eye_color,別の瞳の色
cum_in_ass,肛門内射精
3koma,3コマ漫画
shade,日陰
flat_cap,フラットキャップ
pilot_suit,パイロットスーツ
precum,先走り液
balloon,風船
armpit_crease,脇のくぼみ
dark,暗い
indian_style,インド風
wine_glass,ワイングラス
paw_gloves,肉球手袋
bukkake,ぶっかけ
tight_clothes,タイトな服
randoseru,ランドセル
holding_microphone,マイクを持って
red_panties,赤いパンティ
blue_neckerchief,青いネッカチーフ
rigging,艤装
ear_covers,耳カバー
limited_palette,限定パレット
:>,:>
dagger,短剣
triangular_headpiece,三角頭飾り
snake_hair_ornament,蛇の髪飾り
battle,戦闘
star_print,星柄
cone_hair_bun,コーン形お団子
paw_print,肉球の跡
