Tag(English),Tag(Japanese)
casual_one-piece_swimsuit,カジュアルなワンピース水着
cat,猫
cat_cutout,猫型カットアウト
cat_ear_headphones,猫耳ヘッドホン
cat_ear_panties,猫耳パンツ
cat_ears,猫耳
cat_girl,猫娘
cat_hair_ornament,髪飾り（猫）
cat_hat,猫型帽子
cat_hood,フード（猫耳付き）
cat_lingerie,ランジェリー（猫耳付き）
cat_mask,猫の仮面
cat_on_head,頭上の猫
cat_paws,猫の肉球
cat_print,猫柄
cat_tail,猫のしっぽ
cat_teaser,猫じゃらし
caterpillar_tracks,キャタピラ
cattail,ガマ
caught,捕まる様子
caustics,光の屈折
caution_tape,警戒テープ
cave,洞窟
cd,CD
ceiling,天井
ceiling_light,天井照明
cellphone,携帯電話
cellphone_charm,携帯ストラップ
cellphone_picture,携帯で撮影
censored,修正済み
censored_nipples,乳首修正
censored_text,文字修正
center_frills,中央フリル
center_opening,センターオープニング
cervix,子宮頸部
ch'en_(arknights),チェン（アークナイツ）
chain,鎖
chain-link_fence,金網フェンス
chain_necklace,チェーンネックレス
chained,鎖で繋がれた
chainmail,鎖帷子
chainsaw,チェーンソー
chair,椅子
chaldea_uniform,カルデア制服
chalk,チョーク
chalkboard,黒板
champagne,シャンパン
champagne_flute,シャンパングラス
character_doll,キャラクタードール
character_name,キャラクター名
character_profile,キャラクター紹介
character_sheet,キャラクターシート
charizard,リザードン
charlotte_(madoka_magica),シャルロッテ（まどか☆マギカ）
charlotte_dunois,シャルロット・デュノア
charlotte_e._yeager,シャーロット・E・イェーガー
charm_(object),チャーム
charmander,ヒトカゲ
chart,チャート
chasing,追いかける様子
chat_log,チャットログ
checkerboard_cookie,市松模様クッキー
checkered,チェック柄
checkered_background,チェック背景
checkered_flag,チェックフラッグ
checkered_floor,チェック床
checkered_kimono,チェック着物
checkered_legwear,チェック脚衣
checkered_necktie,チェックネクタイ
checkered_neckwear,チェック首飾り
checkered_obi,チェック帯
checkered_scarf,チェックスカーフ
checkered_shirt,チェックシャツ
checkered_skirt,チェックスカート
cheek-to-cheek,頬を寄せ合う
cheek_bulge,頬の膨らみ
cheek_pinching,頬をつまむ
cheek_poking,頬を突く
cheering,応援
cheerleader,チアリーダー
cheese,チーズ
chef,シェフ
chef_hat,シェフ帽
chef_uniform,調理師服
chen,橙
chen_(cat),猫の橙
cherry,チェリー
cherry_blossom_print,桜柄
cherry_blossoms,桜の花
cherry_hair_ornament,髪飾り（桜）
chess_piece,チェスの駒
chest_hair,胸毛
chest_harness,胸ハーネス
chest_of_drawers,箪笥
chest_tattoo,胸のタトゥー
chestnut_mouth,栗の口
chewing_gum,ガムを噛む
chibi,ちびキャラ
chibi_inset,ちびキャラ挿入
chick,ひよこ
chicken,鶏
chicken_(food),鶏肉料理
chikan,痴漢
child,子供
child_drawing,子供の絵
chimney,煙突
china_dress,チャイナドレス
chinese_clothes,中国服
chinese_new_year,旧正月
chinese_text,中国語テキスト
chinese_zodiac,十二支
chips,ポテトチップス
chitanda_eru,千反田える
chiyoda_momo,千代田桃
chloe_von_einzbern,クロエ・フォン・アインツベルン
chocola_(nekopara),ショコラ（ネコぱら）
chocolate,チョコレート
chocolate_making,チョコレート作成
chocolate_on_breasts,胸のチョコレート
choker,チョーカー
choko_(cup),猪口
chomusuke,ちょむすけ
chopsticks,箸
choukai_(kancolle),鳥海（艦隊これくしょん）
christmas,クリスマス
christmas_lights,クリスマスイルミネーション
christmas_ornaments,クリスマスオーナメント
christmas_tree,クリスマスツリー
chromatic_aberration,色収差
church,教会
ciel_(tsukihime),シエル（月姫）
cigarette,タバコ
circle,円
circle_cut,丸刈り
circle_name,サークル名
circlet,サークレット
cirno,チルノ
city,都市
city_lights,都市の明かり
cityscape,都市風景
classroom,教室
claw_pose,爪ポーズ
claws,爪
cleaning,掃除
cleavage,谷間
cleavage_cutout,谷間カットアウト
cleave_gag,布ギャグ
cleaver,包丁
clenched_hand,握り拳
clenched_hands,手を握る
clenched_teeth,歯を食いしばる
cleveland_(azur_lane),クリーブランド（アズールレーン）
cliff,崖
clipboard,クリップボード
clitoral_stimulation,陰核刺激
clitoris,陰核
cloak,マント
clock,時計
clock_tower,時計塔
clone,クローン
close-up,クローズアップ
closed_eyes,目を閉じる
closed_mouth,口を閉じる
closed_umbrella,閉じた傘
cloth_gag,布ギャグ
clothed_animal,服を着た動物
clothed_female_nude_male,女性着衣・男性裸
clothed_male_nude_female,男性着衣・女性裸
clothed_masturbation,着衣オナニー
clothed_pokemon,服を着たポケモン
clothed_sex,着衣性交
clothes,服
clothes_around_waist,腰に巻いた服
clothes_grab,服をつかむ
clothes_hanger,ハンガー
clothes_lift,服を持ち上げる
clothes_pull,服を引っ張る
clothes_removed,服を脱ぐ
clothes_writing,服に書く
clothesline,物干しロープ
clothing_aside,服をよける
clothing_cutout,服の切り抜き
cloud,雲
cloudy_sky,曇り空
clover,クローバー
clover_hair_ornament,髪飾り（クローバー）
clown,ピエロ
clownpiece,クラウンピース
club_(shape),クラブ（形）
club_(weapon),棍棒
coat,コート
coca-cola,コカ・コーラ
cockpit,操縦席
cocktail,カクテル
cocktail_glass,カクテルグラス
coconut,ココナッツ
coffee,コーヒー
coffee_cup,コーヒーカップ
coffee_mug,マグカップ
coffin,棺桶
coin,硬貨
coke-bottle_glasses,瓶底メガネ
cold,寒さ
collar,襟
collarbone,鎖骨
collared_dress,襟付きドレス
collared_jacket,襟付きジャケット
collared_shirt,襟付きシャツ
color_guide,カラーガイド
colored_inner_hair,内側髪色違い
colored_pencil_(medium),色鉛筆（画材）
colored_sclera,着色強膜
colored_skin,色付き肌
colored_stripes,カラーストライプ
colorful,カラフル
column,円柱
column_lineup,縦並び
comb,櫛
combat_boots,コンバットブーツ
come_hither,おいでポーズ
comic,漫画
command_spell,令呪
commander_(azur_lane),指揮官（アズールレーン）
common_raccoon_(kemono_friends),アライグマ（けものフレンズ）
company_name,会社名
compass,コンパス
competition_school_swimsuit,競泳スクール水着
competition_swimsuit,競泳水着
completely_nude,完全裸体
computer,コンピューター
concept_art,コンセプトアート
concert,コンサート
condensation_trail,飛行機雲
condom,コンドーム
condom_belt,コンドームベルト
condom_in_mouth,口内コンドーム
condom_on_penis,ペニスに装着コンドーム
condom_packet_strip,コンドーム包装
condom_wrapper,コンドーム包装紙
confession,告白
confetti,紙吹雪
confused,困惑
consensual_tentacles,合意触手
constellation,星座
constellation_print,星座柄
constricted_pupils,瞳孔収縮
contemporary,現代風
content_rating,コンテンツレーティング
controller,コントローラー
convenience_store,コンビニ
convenient_censoring,都合の良い修正
convenient_leg,都合の良い脚
cookie,クッキー
cooking,調理
cooler,クーラー
copyright,著作権
copyright_name,著作権表記
coral,珊瑚
corded_phone,有線電話
corn,トウモロコシ
corpse,死体
corset,コルセット
cosmetics,化粧品
cosmog,コスモッグ
cosplay,コスプレ
cosplay_photo,コスプレ写真
costume,衣装
cotton_candy,綿あめ
couch,ソファ
countdown,カウントダウン
couple,カップル
cover,カバー
cover_page,表紙
covered_abs,隠れた腹筋
covered_eyes,目隠し
covered_mouth,口隠し
covered_navel,隠れたへそ
covered_nipples,隠れた乳首
covering,覆い
covering_ass,尻を覆う
covering_breasts,胸を覆う
covering_crotch,股間を覆う
covering_eyes,目を覆う
covering_face,顔を覆う
covering_mouth,口を覆う
covering_one_breast,片方の胸を覆う
cow,牛
cow_boy,カウボーイ
cow_ears,牛の耳
cow_girl,カウガール
cow_horns,牛の角
cow_print,牛柄
cow_tail,牛のしっぽ
cowbell,カウベル
cowboy_boots,カウボーイブーツ
cowboy_hat,カウボーイハット
cowboy_shot,腰上ショット
cowboy_western,西部劇風
cowgirl_position,カウガール体位
crab,カニ
crack,ひび割れ
cracked_wall,ひび割れた壁
craft_essence_(fate),概念礼装（Fate）
crayon,クレヨン
crazy,狂気
crazy_eyes,狂った目
crazy_smile,狂気の笑み
crazy_straw,クレイジーストロー
cream,クリーム
cream_on_face,顔のクリーム
creature,クリーチャー
creature_and_personification,擬人化生物
credits,クレジット
credits_page,クレジットページ
crepe,クレープ
crescent,三日月
crescent_hair_ornament,髪飾り（三日月）
crescent_moon,三日月
crime_prevention_buzzer,防犯ブザー
criss-cross_halter,クロスハルター
crop_top,クロップトップ
crop_top_overhang,クロップトップの張り出し
cropped_jacket,短めジャケット
cropped_legs,脚のクロップ
cropped_torso,胴体のクロップ
cross,十字架
cross-laced_clothes,クロスレース服
cross-laced_footwear,クロスレース履物
cross-laced_legwear,クロスレース脚衣
cross-section,断面図
cross_choker,十字架チョーカー
cross_earrings,十字架イヤリング
cross_hair_ornament,髪飾り（十字架）
cross_necklace,十字架ネックレス
cross_print,十字架柄
crossbow,クロスボウ
crossdressing,女装/男装
crossed_ankles,足首を組む
crossed_arms,腕組み
crossed_bandaids,クロスバンドエイド
crossed_legs,脚を組む
crossover,クロスオーバー
crosswalk,横断歩道
crotch,股間
crotch_cutout,股間カットアウト
crotch_rope,股間ロープ
crotch_rub,股間を擦る
crotch_seam,股縫い目
crotchless,股間開き
crotchless_panties,股間開きパンティ
crow,カラス
crowd,群衆
crown,王冠
crown_braid,クラウンブレード
crying,泣いている
crying_with_eyes_open,目を開けて泣く
crystal,水晶
crystal_ball,水晶玉
cu_chulainn_(fate),クー・フーリン（Fate）
cu_chulainn_alter_(fate/grand_order),クー・フーリン〔オルタ〕（FGO）
cube,立方体
cucumber,キュウリ
cuddling,抱き合う
cuffs,手錠
cum,精液
cum_in_ass,肛門内射精
cum_in_clothes,服の中射精
cum_in_mouth,口内射精
cum_in_nose,鼻内射精
cum_in_pussy,膣内射精
cum_on_ass,尻に射精
cum_on_body,体に射精
cum_on_boy,少年に射精
cum_on_breasts,胸に射精
cum_on_clothes,服に射精
cum_on_glasses,眼鏡に射精
cum_on_hair,髪に射精
cum_on_hands,手に射精
cum_on_pectorals,胸筋に射精
cum_on_penis,ペニスに射精
cum_on_pussy,局部に射精
cum_on_self,自射
cum_on_stomach,腹に射精
cum_on_tongue,舌に射精
cum_pool,精液溜まり
cum_string,精液の糸
cum_while_penetrated,挿入中射精
cumdrip,精液滴
cunnilingus,クンニリングス
cup,カップ
cup_ramen,カップラーメン
cupcake,カップケーキ
cupless_bra,カップレスブラ
cupping_hands,手をすぼめる
cure_beauty,キュアビューティ
cure_blossom,キュアブロッサム
cure_happy,キュアハッピー
cure_lovely,キュアラブリー
cure_march,キュアマーチ
cure_marine,キュアマリン
cure_melody,キュアメロディ
cure_moonlight,キュアムーンライト
cure_peace,キュアピース
cure_princess,キュアプリンセス
cure_sunny,キュアサニー
cure_sunshine,キュアサンシャイン
cure_sword,キュアソード
curled_horns,カールした角
curly_hair,巻き毛
curry,カレー
curry_rice,カレーライス
cursor,カーソル
curtain_grab,カーテンをつかむ
curtains,カーテン
curtsey,おじぎ
cushion,クッション
cute_&_girly_(idolmaster),キュート＆ガーリー（アイマス）
cutoffs,カットオフ
cuts,切り傷
cutting_board,まな板
cyberpunk,サイバーパンク
cyborg,サイボーグ
cyclops,サイクロプス
cyndaquil,ヒノアラシ
cyrillic,キリル文字
d-pad,十字キー
d.va_(overwatch),D.Va（オーバーウォッチ）
d:,D:
dagger,短剣
daisy,デイジー
daiyousei,大妖精
dakimakura_(medium),抱き枕（媒体）
dakimakura_(object),抱き枕（物体）
damaged,損傷
dancer,ダンサー
dancing,踊る
dandelion,タンポポ
dango,団子
danmaku,弾幕
dappled_sunlight,木漏れ日
darjeeling_(girls_und_panzer),ダージリン（ガールズ&パンツァー）
dark,暗い
dark-skinned_female,褐色肌女性
dark-skinned_male,褐色肌男性
dark_elf,ダークエルフ
dark_green_hair,濃緑髪
dark_nipples,濃色乳首
dark_penis,濃色ペニス
dark_sakura,ダーク桜
dark_skin,濃い肌色
darkness_(konosuba),ダクネス（このすば）
daruma_doll,だるま
dated,日付入り
dawn_(pokemon),ドーン（ポケモン）
day,昼
dead_master,デッドマスター
death,死
debris,瓦礫
deep_penetration,深い挿入
deep_skin,濃い肌色
deepthroat,ディープスロート
deer,鹿
deer_ears,鹿の耳
deerstalker,ディアストーカー帽
defeat,敗北
defloration,処女喪失
demon,悪魔
demon_boy,悪魔少年
demon_girl,悪魔娘
demon_horns,悪魔の角
demon_tail,悪魔のしっぽ
demon_wings,悪魔の翼
denim,デニム
denim_jacket,デニムジャケット
denim_shorts,デニムショーツ
denim_skirt,デニムスカート
depth_of_field,被写界深度
desert,砂漠
desk,机
desk_lamp,デスクランプ
dessert,デザート
destruction,破壊
detached_collar,分離襟
detached_sleeves,分離袖
detached_wings,分離した翼
detective,探偵
deviantart_username,DeviantArtユーザー名
diadem,ディアデム
diagonal-striped_bow,斜めストライプリボン
diagonal-striped_neckwear,斜めストライプ首飾り
diagonal_stripes,斜めストライプ
diamond_(shape),菱形
diamond_(symbol),ダイヤマーク
diaper,おむつ
dice,サイコロ
dido_(azur_lane),ダイドー（アズールレーン）
different_reflection,異なる反射
diffraction_spikes,回折スパイク
digital_dissolve,ディジタルディゾルブ
digital_media_player,デジタルメディアプレイヤー
dilation_tape,拡張テープ
dildo,ディルド
dimples_of_venus,腰窩
dinergate_(girls'_frontline),ディナゲート（少女前線）
dio_brando,DIO（ディオ・ブランドー）
dirt,泥
dirty,汚れた
dirty_clothes,汚れた服
dirty_face,汚れた顔
dirty_feet,汚れた足
disembodied_head,胴体のない頭
disembodied_limb,切断された手足
disembodied_penis,切断されたペニス
dish,皿
disposable_cup,使い捨てカップ
dissolving_clothes,溶解する服
dithering,ディザリング
diving,ダイビング
diving_mask,潜水マスク
diving_mask_on_head,頭上に潜水マスク
dixie_cup_hat,紙コップの帽子
dizzy_(guilty_gear),ディズィー（ギルティギア）
dock,ドック
doctor,医者
doctor_(arknights),ドクター（アークナイツ）
dog,犬
dog_ears,犬耳
dog_girl,犬娘
dog_tags,認識票
dog_tail,犬のしっぽ
doggystyle,バックスタイル
doily,レースマット
doll,人形
doll_hug,人形を抱く
doll_joints,人形関節
dolphin,イルカ
dominatrix,ドミナトリクス
domino_mask,ドミノマスク
don-chan_(usada_pekora),ドンちゃん（兎田ぺこら）
donation_box,寄付箱
door,ドア
doorway,出入口
doraemon_(character),ドラえもん（キャラクター）
doremy_sweet,ドレミー・スイート
